timestamp,open,high,low,close,volume,price,count
2023-08-25 00:00:00,26180.05,26180.06,26176.39,26179.99,14.297179999999997,26178.70831992044,506
2023-08-25 00:01:00,26179.99,26183.9,26179.99,26183.89,31.873150000000003,26180.932738932286,633
2023-08-25 00:02:00,26183.89,26187.34,26183.89,26187.34,6.067220000000001,26186.33155781396,233
2023-08-25 00:03:00,26187.34,26187.34,26185.12,26185.12,10.61203,26186.216280089673,335
2023-08-25 00:04:00,26185.12,26185.13,26180,26180.01,5.368390000000001,26183.788101218423,258
2023-08-25 00:05:00,26180,26180.01,26154.31,26154.31,19.250009999999993,26167.925385924485,540
2023-08-25 00:06:00,26154.32,26161.53,26152.8,26161.52,17.281939999999995,26154.533780918122,354
2023-08-25 00:07:00,26161.53,26179.69,26161.52,26179.69,21.319780000000005,26170.603739166152,332
2023-08-25 00:08:00,26179.69,26179.69,26145.09,26147.13,159.04186999999996,26159.745208962275,1035
2023-08-25 00:09:00,26147.13,26150.61,26142.57,26142.57,7.133920000000001,26148.251819154124,291
2023-08-25 00:10:00,26142.57,26145.49,26140,26145.48,18.766239999999996,26142.145740366755,362
2023-08-25 00:11:00,26145.48,26154,26145.48,26150.01,8.622919999999999,26150.105548294552,331
2023-08-25 00:12:00,26150,26150.01,26142.01,26142.02,6.018620000000001,26143.422150094193,222
2023-08-25 00:13:00,26142.01,26142.95,26142.01,26142.95,5.365690000000001,26142.35845783115,189
2023-08-25 00:14:00,26142.94,26142.95,26142.94,26142.94,2.9986599999999997,26142.94058739571,187
2023-08-25 00:15:00,26142.94,26142.95,26136.92,26137.99,4.91545,26140.358900222767,300
2023-08-25 00:16:00,26137.99,26138,26133.19,26133.2,2.5687499999999996,26135.968067386857,267
2023-08-25 00:17:00,26133.2,26133.2,26132,26132.01,2.9868700000000006,26132.703298168308,200
2023-08-25 00:18:00,26132.01,26147.99,26132,26147.98,10.770679999999999,26140.786370108483,387
2023-08-25 00:19:00,26147.99,26154,26147.98,26154,9.84304,26152.159935416297,286
2023-08-25 00:20:00,26153.99,26154,26142.47,26142.47,8.77085,26148.267226517386,287
2023-08-25 00:21:00,26142.47,26142.48,26128,26135.08,13.92977,26133.808206050784,337
2023-08-25 00:22:00,26135.07,26138,26135.07,26138,2.29936,26136.234456457445,172
2023-08-25 00:23:00,26138,26138,26134,26134.01,7.841970000000002,26134.76198036972,198
2023-08-25 00:24:00,26134.01,26136,26132.53,26132.54,3.8915400000000004,26134.622074885512,205
2023-08-25 00:25:00,26132.53,26132.54,26128,26128.01,1.8175599999999998,26130.06170338256,198
2023-08-25 00:26:00,26128.01,26128.01,26126.01,26128,4.423360000000001,26127.62238976705,283
2023-08-25 00:27:00,26128.01,26134,26128,26134,10.345079999999996,26128.99395581282,200
2023-08-25 00:28:00,26133.99,26146.66,26133.99,26146.66,2.70183,26140.82593819744,215
2023-08-25 00:29:00,26146.65,26146.66,26146.65,26146.65,1.06118,26146.653637271724,149
2023-08-25 00:30:00,26146.66,26146.66,26138.2,26138.2,5.64832,26143.956962087846,361
2023-08-25 00:31:00,26138.21,26138.21,26126.13,26133.48,13.00574,26130.10795134303,386
2023-08-25 00:32:00,26133.48,26138,26133.48,26137.99,6.295850000000001,26134.634165378782,238
2023-08-25 00:33:00,26137.99,26145.79,26137.99,26145.79,7.561060000000001,26141.241519165298,246
2023-08-25 00:34:00,26145.78,26145.79,26138,26138,11.048879999999999,26144.033449290786,391
2023-08-25 00:35:00,26138,26138.01,26134.04,26134.04,4.844160000000001,26136.850515816976,192
2023-08-25 00:36:00,26134.04,26134.05,26128,26128,5.679610000000001,26133.166364627148,273
2023-08-25 00:37:00,26128.01,26128.01,26124.66,26124.67,1.8510399999999998,26127.50682448786,209
2023-08-25 00:38:00,26124.66,26124.67,26122.89,26122.89,4.35923,26124.585660816247,219
2023-08-25 00:39:00,26122.9,26122.9,26122.89,26122.89,1.7173399999999996,26122.891437164457,188
2023-08-25 00:40:00,26122.9,26122.9,26120.94,26120.95,3.1170399999999994,26122.734950658323,185
2023-08-25 00:41:00,26120.94,26133.99,26120.94,26133.99,11.675369999999996,26125.974183088,320
2023-08-25 00:42:00,26133.99,26133.99,26132.69,26132.94,3.23175,26133.329728506236,233
2023-08-25 00:43:00,26132.94,26132.94,26132.93,26132.94,2.6082300000000007,26132.930557121108,136
2023-08-25 00:44:00,26132.93,26145.16,26132.93,26145.16,8.207680000000002,26138.65758986705,270
